JCR Abbreviation	year	has_bar	has_informative	has_bar_or_informative	journal	Publisher	Policy	Policy_date	All_Fields
AM J PHYSIOL-GASTR L	2013.0	179	42	182	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2014.0	154	53	162	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2015.0	135	51	141	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2016.0	161	63	172	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2017.0	79	37	92	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2018.0	119	55	127	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2019.0	101	66	128	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2020.0	82	74	116	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2021.0	51	81	104	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2022.0	24	67	78	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2023.0	27	64	67	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2024.0	42	97	105	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2025.0	36	79	95	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-GASTR L	2026.0	2	9	9	American journal of physiology. Gastrointestinal and liver physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
AM J PHYSIOL-HEART C	2010.0	372	59	388	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2011.0	386	56	404	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2012.0	271	47	285	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2013.0	269	52	275	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2014.0	277	69	297	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2015.0	258	73	288	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2016.0	214	78	238	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2017.0	156	52	172	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2018.0	168	75	195	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2019.0	112	112	180	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2020.0	59	161	182	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2021.0	70	176	195	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2022.0	24	130	132	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2023.0	32	115	122	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2024.0	42	149	157	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2025.0	31	154	164	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-HEART C	2026.0	5	24	25	American journal of physiology. Heart and circulatory physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
AM J PHYSIOL-LUNG C	2010.0	157	29	162	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2011.0	174	25	180	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2012.0	205	59	210	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2013.0	141	43	146	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2014.0	156	43	163	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2015.0	200	82	219	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2016.0	175	66	195	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2017.0	109	106	164	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2018.0	91	114	153	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2019.0	95	110	150	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2020.0	73	130	151	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2021.0	41	140	148	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2022.0	28	96	103	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2023.0	21	110	114	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2024.0	26	120	125	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2025.0	23	98	105	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-LUNG C	2026.0	2	8	8	American journal of physiology. Lung cellular and molecular physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; RESPIRATORY SYSTEM
AM J PHYSIOL-REG I	2010.0	279	40	291	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2011.0	259	38	268	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2012.0	220	30	229	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2013.0	196	35	209	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2014.0	186	29	197	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2015.0	184	47	198	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2016.0	192	39	203	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2017.0	113	51	138	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2018.0	133	49	156	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2019.0	96	82	138	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2020.0	73	97	142	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2021.0	45	99	121	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2022.0	31	95	112	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2023.0	23	96	105	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2024.0	23	73	83	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2025.0	31	116	129	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-REG I	2026.0	0	7	7	American journal of physiology. Regulatory, integrative and comparative physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY
AM J PHYSIOL-RENAL	2010.0	252	43	261	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2011.0	242	36	249	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2012.0	292	48	294	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2013.0	273	53	281	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2014.0	228	57	241	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2015.0	188	46	200	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2016.0	174	59	191	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2017.0	156	66	182	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2018.0	207	102	237	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2019.0	167	115	223	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2020.0	114	135	200	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2021.0	48	101	122	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2022.0	25	87	95	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2023.0	22	90	93	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2024.0	24	121	128	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2025.0	24	106	109	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
AM J PHYSIOL-RENAL	2026.0	2	13	13	American journal of physiology. Renal physiology	AMER PHYSIOLOGICAL SOC	1.0	2017	PHYSIOLOGY; UROLOGY & NEPHROLOGY
ANN NEUROL	2010.0	73	41	90	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2011.0	80	38	102	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2012.0	69	38	86	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2013.0	69	38	83	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2014.0	61	33	76	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2015.0	63	58	88	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2016.0	58	41	79	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2017.0	53	49	83	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2018.0	64	74	105	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2019.0	36	64	84	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2020.0	34	68	84	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2021.0	29	72	85	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2022.0	31	75	86	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2023.0	30	82	98	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2024.0	16	80	88	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN NEUROL	2025.0	30	113	123	Annals of neurology	WILEY	0.0		CLINICAL NEUROLOGY; NEUROSCIENCES
ANN ONCOL	2010.0	20	22	40	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2011.0	21	37	52	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2012.0	25	42	61	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2013.0	31	37	57	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2014.0	16	27	36	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2015.0	11	21	30	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2016.0	14	37	44	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2017.0	18	48	59	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2018.0	24	44	60	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2019.0	13	35	42	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2020.0	10	28	33	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2021.0	11	25	30	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2022.0	4	21	21	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2023.0	6	20	25	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2024.0	5	16	20	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2025.0	14	23	32	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN ONCOL	2026.0	3	0	3	Annals of oncology : official journal of the European Society for Medical Oncology	ELSEVIER	0.0		ONCOLOGY
ANN THORAC SURG	2010.0	55	27	79	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2011.0	68	50	114	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2012.0	46	48	87	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2013.0	60	51	104	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2014.0	58	48	97	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2015.0	62	67	120	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2016.0	64	60	118	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2017.0	43	73	112	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2018.0	43	67	101	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2019.0	52	56	98	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2020.0	29	70	95	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2021.0	33	72	96	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2022.0	9	20	27	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2023.0	12	46	56	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2024.0	11	35	43	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2025.0	14	40	47	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANN THORAC SURG	2026.0	0	1	1	The Annals of thoracic surgery	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM; SURGERY
ANTIOXID REDOX SIGN	2010.0	78	12	82	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2011.0	126	23	128	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2012.0	91	21	95	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2013.0	120	25	124	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2014.0	142	27	145	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2015.0	92	22	95	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2016.0	81	28	84	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2017.0	84	27	84	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2018.0	56	25	62	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2019.0	77	40	90	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2020.0	42	26	45	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2021.0	24	32	42	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
